cell,time_s,x_um,layer,temperature_C,mv_kg_m3,ml_kg_m3,mi_kg_m3,ice_bulk
4,16.502071453632535,90.23437499999999,aGDL,7.728831789043831,1.2962106905423408e-06,0.0,0.0,0.0
4,16.502071453632535,92.57812499999999,aGDL,7.728831789043831,1.3298785320971236e-06,0.0,0.0,0.0
4,16.502071453632535,94.92187499999999,aGDL,7.728831789043831,1.3635463760653393e-06,0.0,0.0,0.0
4,16.502071453632535,97.26562499999999,aGDL,7.728831789043831,1.397214222507734e-06,0.0,0.0,0.0
4,16.502071453632535,99.60937499999999,aGDL,7.728831789043831,1.4308820714850278e-06,0.0,0.0,0.0
4,16.502071453632535,101.95312499999999,aGDL,7.728831789043831,1.4645499230579128e-06,0.0,0.0,0.0
4,16.502071453632535,104.29687499999999,aGDL,7.728831789043831,1.4982177772870543e-06,0.0,0.0,0.0
4,16.502071453632535,106.64062499999997,aGDL,7.728831789043831,1.5318856342330877e-06,0.0,0.0,0.0
4,16.502071453632535,108.98437499999997,aGDL,7.728831789043831,1.5655534939566198e-06,0.0,0.0,0.0
4,16.502071453632535,111.32812499999997,aGDL,7.728831789043831,1.599221356518228e-06,0.0,0.0,0.0
4,16.502071453632535,113.67187499999997,aGDL,7.728831789043831,1.6328892219784576e-06,0.0,0.0,0.0
4,16.502071453632535,116.01562499999997,aGDL,7.728831789043831,1.6665570903978237e-06,0.0,0.0,0.0
4,16.502071453632535,118.35937499999997,aGDL,7.728831789043831,1.7002249618368091e-06,0.0,0.0,0.0
4,16.502071453632535,120.70312499999997,aGDL,7.728831789043831,1.7338928363558645e-06,0.0,0.0,0.0
4,16.502071453632535,123.04687499999997,aGDL,7.728831789043831,1.767560714015406e-06,0.0,0.0,0.0
4,16.502071453632535,125.39062499999999,aGDL,7.728831789043831,1.8012285948758166e-06,0.0,0.0,0.0
4,16.502071453632535,127.734375,aGDL,7.728831789043831,1.8348964789974441e-06,0.0,0.0,0.0
4,16.502071453632535,130.078125,aGDL,7.728831789043831,1.8685643664406019e-06,0.0,0.0,0.0
4,16.502071453632535,132.42187500000003,aGDL,7.728831789043831,1.9022322572655658e-06,0.0,0.0,0.0
4,16.502071453632535,134.76562500000003,aGDL,7.728831789043831,1.935900151532576e-06,0.0,0.0,0.0
4,16.502071453632535,137.10937500000006,aGDL,7.728831789043831,1.9695680493018345e-06,0.0,0.0,0.0
4,16.502071453632535,139.45312500000006,aGDL,7.728831789043831,2.0032359506335056e-06,0.0,0.0,0.0
4,16.502071453632535,141.79687500000009,aGDL,7.728831789043831,2.0369038555877147e-06,0.0,0.0,0.0
4,16.502071453632535,144.14062500000009,aGDL,7.728831789043831,2.0705717642245478e-06,0.0,0.0,0.0
4,16.502071453632535,146.4843750000001,aGDL,7.728831789043831,2.1042396766040497e-06,0.0,0.0,0.0
4,16.502071453632535,148.8281250000001,aGDL,7.728831789043831,2.1379075927862256e-06,0.0,0.0,0.0
4,16.502071453632535,150.07083333333344,aCL,7.728831789043831,1.0562003313877206e-06,0.0,0.0,0.0
4,16.502071453632535,150.21250000000012,aCL,7.728831789043831,1.059109013973475e-06,0.0,0.0,0.0
4,16.502071453632535,150.35416666666677,aCL,7.728831789043831,1.06201769656922e-06,0.0,0.0,0.0
4,16.502071453632535,150.49583333333345,aCL,7.728831789043831,1.0649263791749829e-06,0.0,0.0,0.0
4,16.502071453632535,150.6375000000001,aCL,7.728831789043831,1.0678350617907908e-06,0.0,0.0,0.0
4,16.502071453632535,150.77916666666678,aCL,7.728831789043831,1.0707437444166708e-06,0.0,0.0,0.0
4,16.502071453632535,150.92083333333343,aCL,7.728831789043831,1.0736524270526496e-06,0.0,0.0,0.0
4,16.502071453632535,151.0625000000001,aCL,7.728831789043831,1.0765611096987544e-06,0.0,0.0,0.0
4,16.502071453632535,151.20416666666677,aCL,7.728831789043831,1.0794697923550124e-06,0.0,0.0,0.0
4,16.502071453632535,151.34583333333345,aCL,7.728831789043831,1.0823784750214502e-06,0.0,0.0,0.0
4,16.502071453632535,151.4875000000001,aCL,7.728831789043831,1.0852871576980952e-06,0.0,0.0,0.0
4,16.502071453632535,151.62916666666678,aCL,7.728831789043831,1.0881958403849743e-06,0.0,0.0,0.0
4,16.502071453632535,151.77083333333343,aCL,7.728831789043831,1.0911045230821144e-06,0.0,0.0,0.0
4,16.502071453632535,151.9125000000001,aCL,7.728831789043831,1.0940132057895425e-06,0.0,0.0,0.0
4,16.502071453632535,152.05416666666676,aCL,7.728831789043831,1.0969218885072857e-06,0.0,0.0,0.0
4,16.502071453632535,152.19583333333344,aCL,7.728831789043831,1.0998305712353713e-06,0.0,0.0,0.0
4,16.502071453632535,152.3375000000001,aCL,7.728831789043831,1.1027392539738262e-06,0.0,0.0,0.0
4,16.502071453632535,152.47916666666677,aCL,7.728831789043831,1.1056479367226774e-06,0.0,0.0,0.0
4,16.502071453632535,152.62083333333342,aCL,7.728831789043831,1.1085566194819517e-06,0.0,0.0,0.0
4,16.502071453632535,152.76250000000007,aCL,7.728831789043831,1.1114653022516763e-06,0.0,0.0,0.0
4,16.502071453632535,152.90416666666675,aCL,7.728831789043831,1.1143739850318786e-06,0.0,0.0,0.0
4,16.502071453632535,153.0458333333334,aCL,7.728831789043831,1.1172826678225852e-06,0.0,0.0,0.0
4,16.502071453632535,153.18750000000009,aCL,7.728831789043831,1.120191350623823e-06,0.0,0.0,0.0
4,16.502071453632535,153.32916666666674,aCL,7.728831789043831,1.1231000334356196e-06,0.0,0.0,0.0
4,16.502071453632535,153.52500000000012,PEM,7.728831789043831,0.0,172.05276076908206,0.001938486119976614,2.1070501304093632e-06
4,16.502071453632535,153.77500000000012,PEM,7.728831789043831,0.0,173.4937871430481,0.0036757317715121513,3.99536062120886e-06
4,16.502071453632535,154.02500000000012,PEM,7.728831789043831,0.0,174.9468786742676,0.006245737231875827,6.788844817256334e-06
4,16.502071453632535,154.27500000000012,PEM,7.728831789043831,0.0,176.42100065856962,0.00985803261213735,1.0715252839279729e-05
4,16.502071453632535,154.52500000000015,PEM,7.728831789043831,0.0,177.9166123504638,0.01472765348696846,1.6008319007574415e-05
4,16.502071453632535,154.77500000000015,PEM,7.728831789043831,0.0,179.4341388328154,0.02108721703701756,2.292088808371474e-05
4,16.502071453632535,155.02500000000015,PEM,7.728831789043831,0.0,180.9739894294092,0.029188732884006023,3.1726883569571764e-05
4,16.502071453632535,155.27500000000015,PEM,7.728831789043831,0.0,182.53656801057562,0.03930495930552587,4.2722781853832465e-05
4,16.502071453632535,155.52500000000015,PEM,7.728831789043831,0.0,184.12227877288174,0.051731962812055624,5.623039436093003e-05
4,16.502071453632535,155.77500000000018,PEM,7.728831789043831,0.0,185.73152949298043,0.06679116335605645,7.259909060440919e-05
4,16.502071453632535,156.02500000000018,PEM,7.728831789043831,0.0,187.36473337187604,0.08483198568986068,9.220868009767465e-05
4,16.502071453632535,156.27500000000018,PEM,7.728831789043831,0.0,189.02231009179516,0.1062353648172999,0.00011547322262749989
4,16.502071453632535,156.52500000000018,PEM,7.728831789043831,0.0,190.7046864319224,0.13141695779697857,0.00014284451934454192
4,16.502071453632535,156.7750000000002,PEM,7.728831789043831,0.0,192.41229663557,0.16083206419469995,0.0001748174610811956
4,16.502071453632535,157.0250000000002,PEM,7.728831789043831,0.0,194.14558263528954,0.19498043939871096,0.00021193526021599018
4,16.502071453632535,157.2750000000002,PEM,7.728831789043831,0.0,195.90499419487327,0.2344130714772421,0.00025479681682308926
4,16.502071453632535,157.5250000000002,PEM,7.728831789043831,0.0,197.69098900036806,0.27974034349398724,0.00030406559075433397
4,16.502071453632535,157.7750000000002,PEM,7.728831789043831,0.0,199.50403271743625,0.33164208620052166,0.0003604805284788279
4,16.502071453632535,158.02500000000023,PEM,7.728831789043831,0.0,201.34459902418362,0.39088158128110145,0.00042487128400119724
4,16.502071453632535,158.27500000000023,PEM,7.728831789043831,0.0,203.21316962379237,0.45832448304297474,0.0004981787859162769
4,16.502071453632535,158.52500000000023,PEM,7.728831789043831,0.0,205.1102342387614,0.5349669971016894,0.0005814858664148798
4,16.502071453632535,158.77500000000023,PEM,7.728831789043831,0.0,207.0362905869631,0.6219806889817355,0.0006760659662844951
4,16.502071453632535,159.02500000000023,PEM,7.728831789043831,0.0,208.99184433910858,0.7207956751307144,0.0007834735599246895
4,16.502071453632535,159.27500000000026,PEM,7.728831789043831,0.0,210.97740905699368,0.8332746878807499,0.0009057333563921194
4,16.502071453632535,159.52500000000026,PEM,7.728831789043831,0.0,212.9935061185597,0.9622136175630537,0.0010458843669163627
4,16.502071453632535,159.77500000000026,PEM,7.728831789043831,0.0,215.0406647677561,1.1148772944255918,0.0012118231461147736
4,16.502071453632535,160.02500000000026,PEM,7.728831789043831,0.0,217.11942032923042,1.2784774218420027,0.0013896493715673942
4,16.502071453632535,160.2750000000003,PEM,7.728831789043831,0.0,219.2303159714606,1.4452700750733019,0.001570945733775328
4,16.502071453632535,160.5250000000003,PEM,7.728831789043831,0.0,221.3739029888446,1.6153878626560236,0.0017558563724521996
4,16.502071453632535,160.7750000000003,PEM,7.728831789043831,0.0,223.5507401954862,1.7889680271920245,0.001944530464339157
4,16.502071453632535,161.0250000000003,PEM,7.728831789043831,0.0,225.76139379622887,1.9661526425465636,0.0021371224375506125
4,16.502071453632535,161.2750000000003,PEM,7.728831789043831,0.0,228.0064372979952,2.147088820854442,0.002333792196580915
4,16.502071453632535,161.52500000000032,PEM,7.728831789043831,0.0,230.28645151295427,2.3319289298459442,0.0025347053585282
4,16.502071453632535,161.77500000000032,PEM,7.728831789043831,0.0,232.60202475627293,2.520830821023277,0.002740033501112258
4,16.502071453632535,162.02500000000032,PEM,7.728831789043831,0.0,234.95375343722753,2.7139580692348138,0.0029499544230813194
4,16.502071453632535,162.27500000000032,PEM,7.728831789043831,0.0,237.34224342462554,2.911480224215243,0.003164652417625264
4,16.502071453632535,162.52500000000032,PEM,7.728831789043831,0.0,239.76811291462764,3.1135730746772556,0.0033843185594318
4,16.502071453632535,162.77500000000035,PEM,7.728831789043831,0.0,242.23199819186775,3.3204189255619023,0.003609151006045546
4,16.502071453632535,163.02500000000035,PEM,7.728831789043831,0.0,244.73456494198322,3.5322068890736804,0.003839355314210522
4,16.502071453632535,163.27500000000035,PEM,7.728831789043831,0.0,247.27653019917898,3.7491331901476874,0.004075144771899661
4,16.502071453632535,163.52500000000035,PEM,7.728831789043831,0.0,249.85870465995438,3.9714014870160765,0.004316740746756605
4,16.502071453632535,163.77500000000038,PEM,7.728831789043831,0.0,252.482074008466,4.199223207560907,0.004564373051696638
4,16.502071453632535,164.02500000000038,PEM,7.728831789043831,0.0,255.14795501499992,4.432817902160328,0.004818280328435139
4,16.502071453632535,164.27500000000038,PEM,7.728831789043831,0.0,257.85829506574987,4.672413613751357,0.005078710449729736
4,16.502071453632535,164.52500000000038,PEM,7.728831789043831,0.0,260.6162470717362,4.918247265851423,0.005345920941142851
4,16.502071453632535,164.77500000000038,PEM,7.728831789043831,0.0,263.42727358540577,5.170565069292332,0.005620179423143839
4,16.502071453632535,165.0250000000004,PEM,7.728831789043831,0.0,266.3012688904725,5.429622948432118,0.005901764074382737
4,16.502071453632535,165.2750000000004,PEM,7.728831789043831,0.0,269.93112550038757,5.7804674083049665,0.006283116748157572
4,16.502071453632535,165.57656250000036,cCL,7.728831789043831,1.540359663893593e-05,41.59843802283796,2.511876517842971,0.0027303005628727946
4,16.502071453632535,165.92968750000037,cCL,7.728831789043831,1.534433885399987e-05,42.08729071271538,2.5763441105856546,0.0028003740332452768
4,16.502071453632535,166.28281250000035,cCL,7.728831789043831,1.5307880097408564e-05,42.0907740294436,2.5781845745505714,0.0028023745375549687
4,16.502071453632535,166.63593750000035,cCL,7.728831789043831,1.5271437737500486e-05,42.093614075346416,2.5794087085016253,0.002803705117936549
4,16.502071453632535,166.98906250000033,cCL,7.728831789043831,1.5235003453554743e-05,42.09581940307429,2.580192503634136,0.002804557069167539
4,16.502071453632535,167.3421875000003,cCL,7.728831789043831,1.5198573843666469e-05,42.09739785001473,2.5806021398554972,0.002805002325929888
4,16.502071453632535,167.6953125000003,cCL,7.728831789043831,1.5162147023824113e-05,42.098356592150594,2.5806703342133672,0.002805076450231921
4,16.502071453632535,168.0484375000003,cCL,7.728831789043831,1.5125721771328718e-05,42.098702192271034,2.5804155320948077,0.0028047994914073998
4,16.502071453632535,168.4015625000003,cCL,7.728831789043831,1.5089297217243813e-05,42.09844064413978,2.5798487674556774,0.002804183442886606
4,16.502071453632535,168.75468750000027,cCL,7.728831789043831,1.5052872711442152e-05,42.097577413090804,2.5789766486473753,0.0028032354876601907
4,16.502071453632535,169.10781250000028,cCL,7.728831789043831,1.5016447755123519e-05,42.096117473356955,2.577802831273438,0.0028019595992102584
4,16.502071453632535,169.46093750000026,cCL,7.728831789043831,1.4980021963955505e-05,42.0940653423927,2.576328805570978,0.0028003573973597587
4,16.502071453632535,169.81406250000026,cCL,7.728831789043831,1.4943595046810425e-05,42.09142511242666,2.574554335532025,0.002798428625578288
4,16.502071453632535,170.16718750000024,cCL,7.728831789043831,1.4907166793278318e-05,42.0882004794616,2.572477702570152,0.0027961714158371218
4,16.502071453632535,170.52031250000022,cCL,7.728831789043831,1.487073706662351e-05,42.08439476992242,2.570095828136674,0.0027935824218876895
4,16.502071453632535,170.87343750000022,cCL,7.728831789043831,1.4834305800495114e-05,42.0800109651369,2.567404312714223,0.0027906568616458947
4,16.502071453632535,171.2265625000002,cCL,7.728831789043831,1.4797872998559575e-05,42.07505172382049,2.564397409246006,0.002787388488310876
4,16.502071453632535,171.5796875000002,cCL,7.728831789043831,1.4761438736732444e-05,42.069519402722875,2.5610679374743244,0.0027837694972547003
4,16.502071453632535,171.93281250000018,cCL,7.728831789043831,1.4725003168048823e-05,42.06341607558298,2.557407137293368,0.0027797903666232264
4,16.502071453632535,172.2859375000002,cCL,7.728831789043831,1.4688566530539096e-05,42.05674355052858,2.553404451522432,0.002775439621220035
4,16.502071453632535,172.63906250000016,cCL,7.728831789043831,1.4652129158851382e-05,42.04950338604788,2.5490472195342533,0.0027707034994937534
4,16.502071453632535,172.99218750000017,cCL,7.728831789043831,1.4615691500876887e-05,42.04169690565401,2.5443202507347613,0.0027655654899290884
4,16.502071453632535,173.34531250000015,cCL,7.728831789043831,1.4579254141426827e-05,42.033325211358196,2.539205227637505,0.002760005682214679
4,16.502071453632535,173.69843750000013,cCL,7.728831789043831,1.4542817836328015e-05,42.02438919606642,2.533679856188948,0.002753999843683639
4,16.502071453632535,174.05156250000013,cCL,7.728831789043831,1.4506383562636713e-05,42.01488955501769,2.527716624182272,0.002747518069763339
4,16.502071453632535,174.4046875000001,cCL,7.728831789043831,1.4469952595055906e-05,42.00482679639368,2.521280921757905,0.002740522741041201
4,16.502071453632535,174.7578125000001,cCL,7.728831789043831,1.4433526627465444e-05,41.99420125125567,2.514328063018309,0.0027329652858894666
4,16.502071453632535,175.1109375000001,cCL,7.728831789043831,1.439710797774097e-05,41.983013083018754,2.5067982785055096,0.0027247807375059886
4,16.502071453632535,175.4640625000001,cCL,7.728831789043831,1.4360699960690171e-05,41.97126229678778,2.4986076121579384,0.0027158778393021068
4,16.502071453632535,175.81718750000007,cCL,7.728831789043831,1.4324307643733324e-05,41.958948749135914,2.4896294960308145,0.0027061190174247985
4,16.502071453632535,176.17031250000008,cCL,7.728831789043831,1.4287939641774315e-05,41.9460721595489,2.4796510214691354,0.0026952728494229732
4,16.502071453632535,176.52343750000006,cCL,7.728831789043831,1.4251613716446372e-05,41.93263212665878,2.4682366145568477,0.002682865885387878
4,16.502071453632535,177.87187500000007,cGDL,7.728831789043831,2.8521799996852417e-05,41.872165704443596,2.391559465183807,0.002599521157808486
4,16.502071453632535,180.21562500000007,cGDL,7.728831789043831,2.8354156419806557e-05,41.75169438928908,2.2702439793686837,0.002467656499313787
4,16.502071453632535,182.5593750000001,cGDL,7.728831789043831,2.818381290853553e-05,41.63146999453703,2.156410448368276,0.0023439244004003
4,16.502071453632535,184.9031250000001,cGDL,7.728831789043831,2.8010895854042144e-05,41.51164422160444,2.04683952385768,0.002224825569410522
4,16.502071453632535,187.24687500000013,cGDL,7.728831789043831,2.7835453151163888e-05,41.392315942372775,1.9402618400649956,0.0021089802609402125
4,16.502071453632535,189.59062500000013,cGDL,7.728831789043831,2.7657498429426733e-05,41.27355515995024,1.8362716536153494,0.0019959474495819013
4,16.502071453632535,191.93437500000016,cGDL,7.728831789043831,2.747703369327079e-05,41.15541635307638,1.7347632846458876,0.001885612265919443
4,16.502071453632535,194.27812500000016,cGDL,7.728831789043831,2.7294056765341532e-05,41.037945904510366,1.6357421125860516,0.0017779805571587518
4,16.502071453632535,196.6218750000002,cGDL,7.728831789043831,2.7108563828379275e-05,40.92118621254242,1.5392583295815296,0.0016731068799799235
4,16.502071453632535,198.9656250000002,cGDL,7.728831789043831,2.6920550433018622e-05,40.80517795767925,1.4453799473038238,0.001571065160112852
4,16.502071453632535,201.30937500000022,cGDL,7.728831789043831,2.673001194548989e-05,40.6899613491015,1.3541804822287038,0.0014719353067703302
4,16.502071453632535,203.65312500000022,cGDL,7.728831789043831,2.6536943761511816e-05,40.5755768086612,1.2657329074244792,0.0013757966385048686
4,16.502071453632535,205.99687500000022,cGDL,7.728831789043831,2.6341341412687357e-05,40.462065345215365,1.1801065394377488,0.0012827244993888574
4,16.502071453632535,208.34062500000024,cGDL,7.728831789043831,2.614320061944289e-05,40.34946875835628,1.097365404541357,0.0011927884831971272
4,16.502071453632535,210.68437500000024,cGDL,7.728831789043831,2.5942517316147774e-05,40.2378297477555,1.0175673824596112,0.0011060515026734905
4,16.502071453632535,213.02812500000027,cGDL,7.728831789043831,2.5739287661025038e-05,40.12719196973289,0.9407637779731384,0.001022569323883846
4,16.502071453632535,215.37187500000027,cGDL,7.728831789043831,2.553350803797554e-05,40.01760006365976,0.8669991221237805,0.0009423903501345441
4,16.502071453632535,217.7156250000003,cGDL,7.728831789043831,2.532517505368468e-05,39.909099660399924,0.7963111082214849,0.0008655555524146575
4,16.502071453632535,220.0593750000003,cGDL,7.728831789043831,2.5114285532171492e-05,39.80173737930664,0.7287306022546161,0.0007920984807115392
4,16.502071453632535,222.40312500000033,cGDL,7.728831789043831,2.4900836508438176e-05,39.69556081719914,0.6642816812966731,0.0007220453057572533
4,16.502071453632535,224.74687500000033,cGDL,7.728831789043831,2.4684825221227604e-05,39.590618531061864,0.6029816990833163,0.0006554148903079526
4,16.502071453632535,227.09062500000036,cGDL,7.728831789043831,2.4466249105796323e-05,39.48696001529644,0.5448413533307351,0.0005922188623160165
4,16.502071453632535,229.43437500000036,cGDL,7.728831789043831,2.424510578721585e-05,39.38463567387175,0.4898647396820891,0.0005324616735674882
4,16.502071453632535,231.77812500000036,cGDL,7.728831789043831,2.4021393073536423e-05,39.28369678745707,0.4380494105523272,0.0004761406636438339
4,16.502071453632535,234.1218750000004,cGDL,7.728831789043831,2.3795108949664816e-05,39.184195475484366,0.38938641411931735,0.0004232461023036058
4,16.502071453632535,236.4656250000004,cGDL,7.728831789043831,2.3566251572094338e-05,39.08618465302681,0.3438603081970142,0.0003737612045619719
4,16.502071453632535,238.80937500000041,cGDL,7.728831789043831,2.3334819263779562e-05,38.98971798235016,0.3014491685260475,0.00032766213970222553
4,16.502071453632535,241.15312500000041,cGDL,7.728831789043831,2.3100810510141674e-05,38.894849818986934,0.26212456135172485,0.00028491800146926617
4,16.502071453632535,243.49687500000044,cGDL,7.728831789043831,2.286422395585475e-05,38.801635152197015,0.22585148864277477,0.00024549074852475515
4,16.502071453632535,245.84062500000047,cGDL,7.728831789043831,2.2625058402685992e-05,38.710129539693284,0.19258829566877209,0.00020933510398779575
4,16.502071453632535,248.1843750000005,cGDL,7.728831789043831,2.2383312808546548e-05,38.620389036537176,0.1622865334409801,0.0001763984059141088
4,16.502071453632535,250.5281250000005,cGDL,7.728831789043831,2.213898628805284e-05,38.53247011813879,0.13489076337814457,0.0001466203949762441
4,16.502071453632535,252.8718750000005,cGDL,7.728831789043831,2.1892078115233147e-05,38.44642959733343,0.1103382798698598,0.00011993291290202153
4,16.502071453632535,255.21562500000053,cGDL,7.728831789043831,2.164258772865718e-05,38.362324535548176,0.08855873587236285,9.625949551343787e-05
4,16.502071453632535,257.55937500000056,cGDL,7.728831789043831,2.1390514739918983e-05,38.28021214811686,0.06947363414165389,7.551481971918901e-05
4,16.502071453632535,259.90312500000056,cGDL,7.728831789043831,2.1135858947145893e-05,38.20014970385597,0.052995619148373134,5.760393385692732e-05
4,16.502071453632535,262.24687500000056,cGDL,7.728831789043831,2.0878620355070528e-05,38.12219441907584,0.03902750370989068,4.242119968466378e-05
4,16.502071453632535,264.59062500000056,cGDL,7.728831789043831,2.0618799205670798e-05,38.04640334626954,0.027460875450827253,2.9848777663942668e-05
4,16.502071453632535,266.9343750000006,cGDL,7.728831789043831,2.035639602494297e-05,37.972833257812816,0.018174061473929772,1.975441464557584e-05
4,16.502071453632535,269.2781250000006,cGDL,7.728831789043831,2.0091411697304328e-05,37.90154052512242,0.011029004915202322,1.198804882087209e-05
4,16.502071453632535,271.6218750000006,cGDL,7.728831789043831,1.9823847591055545e-05,37.83258099390277,0.005866149023214542,6.376248938276676e-06
4,16.502071453632535,273.9656250000006,cGDL,7.728831789043831,1.955370579126794e-05,37.76600985645223,0.002495172836315346,2.712144387299289e-06
4,16.502071453632535,276.30937500000067,cGDL,7.728831789043831,1.9280989610639364e-05,37.70188152284277,0.0006751138890934975,7.338194446668451e-07
4,16.502071453632535,278.65312500000067,cGDL,7.728831789043831,1.9005705140133853e-05,37.640249495827845,5.5225798190913884e-05,6.002804151186291e-08
4,16.502071453632535,280.99687500000067,cGDL,7.728831789043831,1.8727865819122295e-05,37.5811662641666,6.564731401127523e-08,7.135577609921221e-11
4,16.502071453632535,283.34062500000067,cGDL,7.728831789043831,1.844748110767892e-05,37.524683202724454,0.0,0.0
4,16.502071453632535,285.68437500000067,cGDL,7.728831789043831,1.8164548039152692e-05,37.47085037577762,0.0,0.0
4,16.502071453632535,288.0281250000007,cGDL,7.728831789043831,1.7879062175099676e-05,37.419716300834835,0.0,0.0
4,16.502071453632535,290.3718750000007,cGDL,7.728831789043831,1.7591019079252773e-05,37.37132779039227,0.0,0.0
4,16.502071453632535,292.7156250000007,cGDL,7.728831789043831,1.730041432057923e-05,37.32572980551441,0.0,0.0
4,16.502071453632535,295.0593750000007,cGDL,7.728831789043831,1.70072434742336e-05,37.282965311974124,0.0,0.0
4,16.502071453632535,297.4031250000008,cGDL,7.728831789043831,1.6711502122122926e-05,37.243075139672044,0.0,0.0
4,16.502071453632535,299.7468750000008,cGDL,7.728831789043831,1.641318585306655e-05,37.206097846165115,0.0,0.0
4,16.502071453632535,302.0906250000008,cGDL,7.728831789043831,1.611229026253436e-05,37.17206958518005,0.0,0.0
4,16.502071453632535,304.4343750000008,cGDL,7.728831789043831,1.5808810951949353e-05,37.14102398100361,0.0,0.0
4,16.502071453632535,306.7781250000008,cGDL,7.728831789043831,1.5502743527543017e-05,37.1129920096363,0.0,0.0
4,16.502071453632535,309.12187500000084,cGDL,7.728831789043831,1.5194083598755408e-05,37.08800188757435,0.0,0.0
4,16.502071453632535,311.46562500000084,cGDL,7.728831789043831,1.4882826776174732e-05,37.0660789690517,0.0,0.0
4,16.502071453632535,313.80937500000084,cGDL,7.728831789043831,1.4568968669015246e-05,37.047245652526186,0.0,0.0
4,16.502071453632535,316.15312500000084,cGDL,7.728831789043831,1.4252504882135648e-05,37.031521297138205,0.0,0.0
4,16.502071453632535,318.4968750000009,cGDL,7.728831789043831,1.393343101260409e-05,37.018922149802854,0.0,0.0
4,16.502071453632535,320.8406250000009,cGDL,7.728831789043831,1.3611742645819644e-05,37.00946128352072,0.0,0.0
4,16.502071453632535,323.1843750000009,cGDL,7.728831789043831,1.3287435351203866e-05,37.003148547409275,0.0,0.0
4,16.502071453632535,325.5281250000009,cGDL,7.728831789043831,1.296050467747962e-05,36.9999905288664,0.0,0.0
5,16.502071453632535,1.171875,aGDL,1.002508756469369e-07,1.5959497494172396e-08,0.0,0.0,0.0
5,16.502071453632535,3.515625,aGDL,1.002508756469369e-07,4.7878492511965194e-08,0.0,0.0,0.0
5,16.502071453632535,5.859375,aGDL,1.002508756469369e-07,7.979748761810169e-08,0.0,0.0,0.0
5,16.502071453632535,8.203125,aGDL,1.002508756469369e-07,1.117164828714766e-07,0.0,0.0,0.0
5,16.502071453632535,10.546874999999998,aGDL,1.002508756469369e-07,1.436354783309831e-07,0.0,0.0,0.0
5,16.502071453632535,12.890624999999998,aGDL,1.002508756469369e-07,1.7555447405551204e-07,0.0,0.0,0.0
5,16.502071453632535,15.234375,aGDL,1.002508756469369e-07,2.074734701039515e-07,0.0,0.0,0.0
5,16.502071453632535,17.578125,aGDL,1.002508756469369e-07,2.3939246653518594e-07,0.0,0.0,0.0
5,16.502071453632535,19.921874999999996,aGDL,1.002508756469369e-07,2.7131146340809584e-07,0.0,0.0,0.0
5,16.502071453632535,22.265624999999996,aGDL,1.002508756469369e-07,3.032304607815568e-07,0.0,0.0,0.0
5,16.502071453632535,24.609374999999996,aGDL,1.002508756469369e-07,3.3514945871443896e-07,0.0,0.0,0.0
5,16.502071453632535,26.953124999999996,aGDL,1.002508756469369e-07,3.670684572656065e-07,0.0,0.0,0.0
5,16.502071453632535,29.296874999999996,aGDL,1.002508756469369e-07,3.9898745649391675e-07,0.0,0.0,0.0
5,16.502071453632535,31.640625,aGDL,1.002508756469369e-07,4.309064564582199e-07,0.0,0.0,0.0
5,16.502071453632535,33.984375,aGDL,1.002508756469369e-07,4.628254572173579e-07,0.0,0.0,0.0
5,16.502071453632535,36.328125,aGDL,1.002508756469369e-07,4.947444588301644e-07,0.0,0.0,0.0
5,16.502071453632535,38.67187499999999,aGDL,1.002508756469369e-07,5.266634613554637e-07,0.0,0.0,0.0
5,16.502071453632535,41.01562499999999,aGDL,1.002508756469369e-07,5.585824648520701e-07,0.0,0.0,0.0
5,16.502071453632535,43.35937499999999,aGDL,1.002508756469369e-07,5.905014693787875e-07,0.0,0.0,0.0
5,16.502071453632535,45.70312499999999,aGDL,1.002508756469369e-07,6.224204749944083e-07,0.0,0.0,0.0
5,16.502071453632535,48.04687499999999,aGDL,1.002508756469369e-07,6.543394817577132e-07,0.0,0.0,0.0
5,16.502071453632535,50.39062499999999,aGDL,1.002508756469369e-07,6.862584897274708e-07,0.0,0.0,0.0
5,16.502071453632535,52.73437499999999,aGDL,1.002508756469369e-07,7.181774989624364e-07,0.0,0.0,0.0
5,16.502071453632535,55.07812499999999,aGDL,1.002508756469369e-07,7.500965095213513e-07,0.0,0.0,0.0
5,16.502071453632535,57.42187499999999,aGDL,1.002508756469369e-07,7.820155214629429e-07,0.0,0.0,0.0
5,16.502071453632535,59.76562499999999,aGDL,1.002508756469369e-07,8.13934534845923e-07,0.0,0.0,0.0
5,16.502071453632535,62.10937499999999,aGDL,1.002508756469369e-07,8.458535497289881e-07,0.0,0.0,0.0
5,16.502071453632535,64.45312499999999,aGDL,1.002508756469369e-07,8.777725661708184e-07,0.0,0.0,0.0
5,16.502071453632535,66.79687499999999,aGDL,1.002508756469369e-07,9.096915842300769e-07,0.0,0.0,0.0
5,16.502071453632535,69.14062499999999,aGDL,1.002508756469369e-07,9.416106039654091e-07,0.0,0.0,0.0
5,16.502071453632535,71.48437499999999,aGDL,1.002508756469369e-07,9.735296254354424e-07,0.0,0.0,0.0
5,16.502071453632535,73.82812499999999,aGDL,1.002508756469369e-07,1.005448648698785e-06,0.0,0.0,0.0
5,16.502071453632535,76.17187499999999,aGDL,1.002508756469369e-07,1.0373676738140255e-06,0.0,0.0,0.0
